행정동,구,공원개수,공원개수_w,문화시설개수,문화시설개수_w,한강공원개수,한강공원개수_w,체육시설개수,체육시설개수_w,보행자도로개수,보행자도로개수_w,초중고,초중고_w,관광명소개수,관광명소개수_w,지하철개수,지하철개수_w,호텔개수,호텔개수_w,대학교개수,대학교개수_w,총합,가중치총합,인구수비율,SCORE,랭크
서림동,관악구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001836276,0.001848702,344
방이1동,송파구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,4,0.000158634,0.001578177,0.001834847,345
사당5동,동작구,,0,1,0.000168612,,0,,0,1,0.000319635,4,0.000030722,,0,,0,,0,,0,6,0.000518969,0.000970298,0.00180999,346
구로1동,구로구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,3,0.000150954,0.001549693,0.001793937,347
쌍문3동,도봉구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,1,0.00003876,,0,3,0.000182033,0.001493548,0.001788077,348
쌍문2동,도봉구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001762272,0.001787126,349
교남동,종로구,1,0.000422535,1,0.000168612,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,4,0.000606508,0.00079866,0.00177999,350
거여1동,송파구,,0,1,0.000168612,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,4,0.000319566,0.001255691,0.001772749,351
금호4가동,성동구,1,0.000422535,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,4,0.000573489,0.000836944,0.001764849,352
중화1동,중랑구,,0,,0,,0,,0,,0,5,0.000038402,,0,1,0.000135593,,0,,0,6,0.000173995,0.001474406,0.00175593,353
화곡4동,강서구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.001696785,0.001746493,354
시흥3동,금천구,,0,2,0.000337224,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,7,0.000375626,0.001133694,0.001741457,355
하계2동,노원구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.001690282,0.001727562,356
상도3동,동작구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001714096,0.001726522,357
일원1동,강남구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.00168726,0.00172454,358
수색동,은평구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,3,0.000311885,0.001182236,0.001686866,359
창신1동,종로구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,3,0.000116279,,0,5,0.000292571,0.001207057,0.001680437,360
목4동,양천구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.00162562,0.0016629,361
장위2동,성북구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.001429802,0.001661618,362
증산동,은평구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,5,0.000327246,0.001132045,0.001661529,363
돈암2동,성북구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,4,0.000352585,0.001090463,0.001660946,364
망원2동,마포구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001647693,0.001660119,365
가양2동,강서구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,4,0.000191653,0.001335282,0.001645377,366
연남동,마포구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.001599059,0.001636339,367
장위1동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001591549,0.001616403,368
상계8동,노원구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.001535496,0.001585204,369
신길7동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.001345357,0.001577173,370
응봉동,성동구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,3,0.000150954,0.001320444,0.001564688,371
시흥4동,금천구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.001277581,0.001562821,372
대림1동,영등포구,,0,1,0.000168612,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,3,0.000183973,0.001264575,0.001562243,373
신정1동,양천구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.001508111,0.001545391,374
신원동,관악구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001494189,0.001506615,375
응암2동,은평구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001488053,0.001500479,376
사당4동,동작구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,,0,,0,1,0.000135593,0.001274283,0.001493672,377
시흥2동,금천구,,0,,0,,0,,0,,0,6,0.000046083,,0,,0,,0,,0,6,0.000046083,0.001403516,0.001478078,378
거여2동,송파구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.001176099,0.001461339,379
신월2동,양천구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.001410477,0.001460185,380
암사3동,강동구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001432183,0.001457037,381
중앙동,관악구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001439419,0.001451845,382
청구동,중구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,5,0.000199334,0.001110705,0.001433227,383
가양3동,강서구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.001356714,0.001406422,384
청림동,관악구,,0,,0,,0,,0,1,0.000319635,,0,,0,,0,,0,,0,1,0.000319635,0.00086149,0.001378659,385
신정2동,양천구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.00133803,0.00137531,386
독산2동,금천구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.00133922,0.001364074,387
보광동,용산구,,0,1,0.000168612,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,3,0.000183973,0.001041188,0.001338856,388
방학2동,도봉구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001308538,0.001333392,389
동화동,중구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,3,0.000311885,0.000813131,0.001317761,390
화곡2동,강서구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001290037,0.001302463,391
홍은1동,서대문구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001269063,0.001281489,392
마천1동,송파구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.001047783,0.001279599,393
잠실7동,송파구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,5,0.000166315,0.001008949,0.001278047,394
신월4동,양천구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.001252393,0.001264819,395
망우3동,중랑구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.00120898,0.001258688,396
왕십리2동,성동구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.001017925,0.001249741,397
창3동,도봉구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001184434,0.001209288,398
신당5동,중구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.001152286,0.001189566,399
창신2동,종로구,,0,1,0.000168612,,0,,0,,0,,0,,0,,0,,0,,0,1,0.000168612,0.000887684,0.001160498,400
염리동,마포구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,5,0.000038402,0.000980281,0.001042415,401
신길5동,영등포구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.000739676,0.001024916,402
장위3동,성북구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.000926152,0.000963432,403
가리봉동,구로구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.000938975,0.000951401,404
숭인1동,종로구,,0,1,0.000168612,,0,,0,,0,,0,,0,,0,,0,,0,1,0.000168612,0.000676388,0.000949202,405
개포1동,강남구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.000886494,0.000911348,406
홍제2동,서대문구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,,0,,0,1,0.000135593,0.000625922,0.000845311,407
둔촌1동,강동구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.000682433,0.000707287,408
창신3동,종로구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,3,0.000150954,0.000406016,0.00065026,409
신월6동,양천구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.000556589,0.000581443,410
신길4동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.000564465,0.000576891,411
,,71,0.03,771,0.13,30,0.5,48,0.05,219,0.07,1302,0.01,129,0.15,295,0.04,258,0.01,58,0.01,3260,1,0.974878498,2.592878498,
